event_id,event_time,campaign_id,user_id,event_type,amount
e00000141,2026-06-01 00:02:21,29427842,27162859,click,0
e00000142,2026-06-01 00:02:22,24389111,21939844,click,0
e00000143,2026-06-01 00:02:23,8891880,29970275,click,0
e00000144,2026-06-01 00:02:24,10383101,21563471,click,0
e00000145,2026-06-01 00:02:25,29427842,27547673,click,0
e00000146,2026-06-01 00:02:26,15184511,18019034,click,0
e00000147,2026-06-01 00:02:27,13422843,29342317,click,0
e00000148,2026-06-01 00:02:28,31129937,27162059,click,0
e00000149,2026-06-01 00:02:29,497593,8256136,click,0
e00000150,2026-06-01 00:02:30,15184511,3487476,click,0
e00000151,2026-06-01 00:02:31,16823030,23601213,click,0
e00000152,2026-06-01 00:02:32,4814007,23703177,click,0
e00000153,2026-06-01 00:02:33,31129938,13887965,click,0
e00000154,2026-06-01 00:02:34,30535894,22878360,conversion,30000
e00000155,2026-06-01 00:02:35,24378636,9947623,click,0
e00000156,2026-06-01 00:02:36,9100692,29205974,click,0
e00000157,2026-06-01 00:02:37,15654890,19308511,click,0
e00000158,2026-06-01 00:02:38,14661605,4379473,click,0
e00000159,2026-06-01 00:02:39,22431924,3057126,click,0
e00000160,2026-06-01 00:02:40,13947793,27817739,click,0
e00000161,2026-06-01 00:02:41,11938638,1655875,click,0
e00000162,2026-06-01 00:02:42,19602309,7340999,click,0
e00000163,2026-06-01 00:02:43,6810200,18661015,click,0
e00000164,2026-06-01 00:02:44,17288262,24616524,click,0
e00000165,2026-06-01 00:02:45,14398567,13487117,click,0
e00000166,2026-06-01 00:02:46,26998433,20969850,click,0
e00000167,2026-06-01 00:02:47,29513914,17333552,click,0
e00000168,2026-06-01 00:02:48,13947793,10549101,click,0
e00000169,2026-06-01 00:02:49,22419532,25825778,click,0
e00000170,2026-06-01 00:02:50,15654890,25705305,click,0
e00000171,2026-06-01 00:02:51,15398570,6453950,click,0
e00000172,2026-06-01 00:02:52,25866076,13124829,click,0
e00000173,2026-06-01 00:02:53,3139444,28733714,click,0
e00000174,2026-06-01 00:02:54,4869922,16880868,click,0
e00000175,2026-06-01 00:02:55,5061834,21351722,click,0
e00000176,2026-06-01 00:02:56,31772643,9064075,click,0
e00000177,2026-06-01 00:02:57,13166099,10581929,click,0
e00000178,2026-06-01 00:02:58,29427842,3021279,conversion,30000
e00000179,2026-06-01 00:02:59,14661605,3970526,click,0
e00000180,2026-06-01 00:03:00,15184511,7097344,click,0
e00000181,2026-06-01 00:03:01,497593,22793610,click,0
e00000182,2026-06-01 00:03:02,19661713,25368130,click,0
e00000183,2026-06-01 00:03:03,28351001,19130133,click,0
e00000184,2026-06-01 00:03:04,6886817,8994954,click,0
e00000185,2026-06-01 00:03:05,9810200,12209729,click,0
e00000186,2026-06-01 00:03:06,10341182,16809830,click,0
e00000187,2026-06-01 00:03:07,2953712,20531661,click,0
e00000188,2026-06-01 00:03:08,32368244,7096808,click,0
e00000189,2026-06-01 00:03:09,24126625,2733154,click,0
e00000190,2026-06-01 00:03:10,32323516,644523,click,0
e00000191,2026-06-01 00:03:11,23852329,3230035,click,0
e00000192,2026-06-01 00:03:12,11843320,19077849,click,0
e00000193,2026-06-01 00:03:13,32368244,16135762,conversion,30000
e00000194,2026-06-01 00:03:14,5686703,4553518,click,0
e00000195,2026-06-01 00:03:15,13576407,25735225,click,0
e00000196,2026-06-01 00:03:16,10341182,10168189,conversion,30000
e00000197,2026-06-01 00:03:17,5044698,28879460,click,0
e00000198,2026-06-01 00:03:18,24378636,32296085,click,0
e00000199,2026-06-01 00:03:19,30801593,28304603,click,0
e00000200,2026-06-01 00:03:20,32368241,2896190,click,0
e00000201,2026-06-01 00:03:21,3313894,22843018,click,0
e00000202,2026-06-01 00:03:22,25675129,17935943,click,0
e00000203,2026-06-01 00:03:23,6686701,15113449,click,0
e00000204,2026-06-01 00:03:24,6686701,13851908,click,0
e00000205,2026-06-01 00:03:25,10341182,15499446,click,0
e00000206,2026-06-01 00:03:26,1428788,16385599,click,0
e00000207,2026-06-01 00:03:27,14121532,22118644,click,0
e00000208,2026-06-01 00:03:28,24419530,2067342,conversion,30000
e00000209,2026-06-01 00:03:29,2869134,16999623,click,0
e00000210,2026-06-01 00:03:30,29614013,3985034,click,0
e00000211,2026-06-01 00:03:31,13300124,12993014,click,0
e00000212,2026-06-01 00:03:32,27321366,31580767,click,0
e00000213,2026-06-01 00:03:33,1586481,20519150,click,0
e00000214,2026-06-01 00:03:34,9106406,22448715,click,0
e00000215,2026-06-01 00:03:35,15422821,7266724,click,0
e00000216,2026-06-01 00:03:36,14445192,29740723,click,0
e00000217,2026-06-01 00:03:37,30676250,13449800,click,0
e00000218,2026-06-01 00:03:38,27321366,8783179,click,0
e00000219,2026-06-01 00:03:39,17686799,5115529,click,0
e00000220,2026-06-01 00:03:40,17288254,6703595,click,0
e00000221,2026-06-01 00:03:41,31772643,16175291,click,0
e00000222,2026-06-01 00:03:42,3828360,6720125,click,0
e00000223,2026-06-01 00:03:43,6210424,31517326,click,0
e00000224,2026-06-01 00:03:44,6442596,14090580,click,0
e00000225,2026-06-01 00:03:45,14006998,8943899,click,0
e00000226,2026-06-01 00:03:46,9100690,5645736,conversion,30000
e00000227,2026-06-01 00:03:47,29427842,17903899,click,0
e00000228,2026-06-01 00:03:48,14445192,16499607,click,0
e00000229,2026-06-01 00:03:49,18975823,28404181,click,0
e00000230,2026-06-01 00:03:50,2576437,22372751,click,0
e00000231,2026-06-01 00:03:51,11097337,21246518,click,0
e00000232,2026-06-01 00:03:52,2869134,10993748,click,0
e00000233,2026-06-01 00:03:53,30676250,654248,click,0
e00000234,2026-06-01 00:03:54,2716286,12035599,click,0
e00000235,2026-06-01 00:03:55,30801593,20000147,conversion,30000
e00000236,2026-06-01 00:03:56,19602309,23458446,click,0
e00000237,2026-06-01 00:03:57,15743382,31402495,click,0
e00000238,2026-06-01 00:03:58,28874676,6735789,click,0
e00000239,2026-06-01 00:03:59,22233130,24413863,click,0
e00000240,2026-06-01 00:04:00,8980584,13691613,click,0
e00000241,2026-06-01 00:04:01,8980571,30975154,click,0
e00000242,2026-06-01 00:04:02,5061834,13635353,click,0
e00000243,2026-06-01 00:04:03,8710016,17492350,conversion,30000
e00000244,2026-06-01 00:04:04,27323541,11461324,click,0
e00000245,2026-06-01 00:04:05,13365547,10892700,click,0
e00000246,2026-06-01 00:04:06,30535894,3975979,click,0
e00000247,2026-06-01 00:04:07,9100691,4047320,click,0
e00000248,2026-06-01 00:04:08,25866076,20686500,click,0
e00000249,2026-06-01 00:04:09,9013587,8858054,click,0
e00000250,2026-06-01 00:04:10,31772643,1504775,click,0
e00000251,2026-06-01 00:04:11,24389111,12148105,click,0
e00000252,2026-06-01 00:04:12,26389107,31265570,click,0
e00000253,2026-06-01 00:04:13,15184511,31658256,click,0
e00000254,2026-06-01 00:04:14,25675129,697795,click,0
e00000255,2026-06-01 00:04:15,5686703,26786401,click,0
e00000256,2026-06-01 00:04:16,2865314,29146049,click,0
e00000257,2026-06-01 00:04:17,16922675,10196714,click,0
e00000258,2026-06-01 00:04:18,24378636,16068064,click,0
e00000259,2026-06-01 00:04:19,17686799,24728141,click,0
e00000260,2026-06-01 00:04:20,30801593,30054456,click,0
e00000261,2026-06-01 00:04:21,15398570,26594047,click,0
e00000262,2026-06-01 00:04:22,13422843,20882483,click,0
e00000263,2026-06-01 00:04:23,27321366,29687191,click,0
e00000264,2026-06-01 00:04:24,20458055,27020311,click,0
e00000265,2026-06-01 00:04:25,17686799,21829296,click,0
e00000266,2026-06-01 00:04:26,10341182,27343083,click,0
e00000267,2026-06-01 00:04:27,26874680,9448243,click,0
e00000268,2026-06-01 00:04:28,21016759,3886879,click,0
e00000269,2026-06-01 00:04:29,29513915,20972577,click,0
e00000270,2026-06-01 00:04:30,29614011,13469149,conversion,30000
e00000271,2026-06-01 00:04:31,12947794,24312228,click,0
e00000272,2026-06-01 00:04:32,31736975,27796096,click,0
e00000273,2026-06-01 00:04:33,10341182,23276849,click,0
e00000274,2026-06-01 00:04:34,31772643,16790396,click,0
e00000275,2026-06-01 00:04:35,15398570,4709725,click,0
e00000276,2026-06-01 00:04:36,2865314,15548406,click,0
e00000277,2026-06-01 00:04:37,15398570,21276558,click,0
e00000278,2026-06-01 00:04:38,11097337,22102786,click,0
e00000279,2026-06-01 00:04:39,13947795,13541669,click,0
e00000280,2026-06-01 00:04:40,19602309,9288038,click,0
e00000281,2026-06-01 00:04:41,28874676,23528749,click,0
e00000282,2026-06-01 00:04:42,15398570,23244764,click,0
e00000283,2026-06-01 00:04:43,12407222,15482905,click,0
e00000284,2026-06-01 00:04:44,12121528,24420847,click,0
e00000285,2026-06-01 00:04:45,22071674,14043624,click,0
e00000286,2026-06-01 00:04:46,7828339,30046927,click,0
e00000287,2026-06-01 00:04:47,6516505,31444004,click,0
e00000288,2026-06-01 00:04:48,15398570,12989998,click,0
e00000289,2026-06-01 00:04:49,14235907,24587863,conversion,30000
e00000290,2026-06-01 00:04:50,30801593,20599196,conversion,30000
e00000291,2026-06-01 00:04:51,10341182,28610810,conversion,30000
e00000292,2026-06-01 00:04:52,13422843,22645904,click,0
e00000293,2026-06-01 00:04:53,8980571,28441859,click,0
e00000294,2026-06-01 00:04:54,26852339,2513262,click,0
e00000295,2026-06-01 00:04:55,26852339,32428724,click,0
e00000296,2026-06-01 00:04:56,10341182,6380939,conversion,30000
e00000297,2026-06-01 00:04:57,10341182,6228789,click,0
e00000298,2026-06-01 00:04:58,14121532,21942467,click,0
e00000299,2026-06-01 00:04:59,10491643,25283406,click,0
e00000300,2026-06-01 00:05:00,5867090,29667642,click,0
e00000301,2026-06-01 00:05:01,32135670,22920183,click,0
e00000302,2026-06-01 00:05:02,17288254,27066453,click,0
e00000303,2026-06-01 00:05:03,20695010,28921095,click,0
e00000304,2026-06-01 00:05:04,19602309,5141382,click,0
e00000305,2026-06-01 00:05:05,19129839,13450777,click,0
e00000306,2026-06-01 00:05:06,7121544,25196576,click,0
e00000307,2026-06-01 00:05:07,5686703,3507695,click,0
e00000308,2026-06-01 00:05:08,17132183,6435126,click,0
e00000309,2026-06-01 00:05:09,31772643,25492622,click,0
e00000310,2026-06-01 00:05:10,5700346,13342544,click,0
e00000311,2026-06-01 00:05:11,11772330,1198787,click,0
e00000312,2026-06-01 00:05:12,15184511,27040569,click,0
e00000313,2026-06-01 00:05:13,11959615,4809073,click,0
e00000314,2026-06-01 00:05:14,497593,27659164,click,0
e00000315,2026-06-01 00:05:15,16321090,6029310,click,0
e00000316,2026-06-01 00:05:16,17686799,21097654,click,0
e00000317,2026-06-01 00:05:17,7686710,5630965,click,0
e00000318,2026-06-01 00:05:18,30801593,10688812,click,0
e00000319,2026-06-01 00:05:19,17686799,8026105,click,0
e00000320,2026-06-01 00:05:20,19602309,20461943,click,0
e00000321,2026-06-01 00:05:21,4828354,20494374,click,0
e00000322,2026-06-01 00:05:22,20817326,13372138,click,0
e00000323,2026-06-01 00:05:23,27589150,3368265,click,0
e00000324,2026-06-01 00:05:24,11772330,11520315,click,0
e00000325,2026-06-01 00:05:25,4869922,20917124,click,0
e00000326,2026-06-01 00:05:26,787943,15105650,click,0
e00000327,2026-06-01 00:05:27,5044698,8027937,click,0
e00000328,2026-06-01 00:05:28,8710016,23053357,click,0
e00000329,2026-06-01 00:05:29,13422843,1983482,click,0
e00000330,2026-06-01 00:05:30,2865314,28039773,click,0
e00000331,2026-06-01 00:05:31,10341182,22705528,click,0
e00000332,2026-06-01 00:05:32,29874685,19687932,click,0
e00000333,2026-06-01 00:05:33,8634899,1873681,click,0
e00000334,2026-06-01 00:05:34,6442596,2036791,click,0
e00000335,2026-06-01 00:05:35,2716286,6976822,click,0
e00000336,2026-06-01 00:05:36,18975823,9768976,click,0
e00000337,2026-06-01 00:05:37,5061834,30485604,click,0
e00000338,2026-06-01 00:05:38,29427842,19639563,click,0
e00000339,2026-06-01 00:05:39,30801593,4902430,click,0
e00000340,2026-06-01 00:05:40,30676250,21866298,click,0
e00000341,2026-06-01 00:05:41,30801593,11796413,click,0
e00000342,2026-06-01 00:05:42,28351001,30304902,click,0
e00000343,2026-06-01 00:05:43,5061834,15167906,click,0
e00000344,2026-06-01 00:05:44,4814007,13271010,click,0
e00000345,2026-06-01 00:05:45,7686710,16038769,click,0
e00000346,2026-06-01 00:05:46,9100690,14305023,click,0
e00000347,2026-06-01 00:05:47,28351001,5135692,click,0
e00000348,2026-06-01 00:05:48,29427842,6880545,click,0
e00000349,2026-06-01 00:05:49,19602309,16344038,click,0
e00000350,2026-06-01 00:05:50,408759,25001140,click,0
e00000351,2026-06-01 00:05:51,31772643,8850684,click,0
e00000352,2026-06-01 00:05:52,15506599,4493021,conversion,30000
e00000353,2026-06-01 00:05:53,2865314,31192641,click,0
e00000354,2026-06-01 00:05:54,29427842,5357058,click,0
e00000355,2026-06-01 00:05:55,2953716,13983334,click,0
e00000356,2026-06-01 00:05:56,8980584,14635110,click,0
e00000357,2026-06-01 00:05:57,27385784,24520711,click,0
e00000358,2026-06-01 00:05:58,28351001,6278118,click,0
e00000359,2026-06-01 00:05:59,12843318,8139228,click,0
e00000360,2026-06-01 00:06:00,15184511,7934055,click,0
e00000361,2026-06-01 00:06:01,30801593,23499957,click,0
e00000362,2026-06-01 00:06:02,716288,7555849,click,0
e00000363,2026-06-01 00:06:03,27091104,30909033,click,0
e00000364,2026-06-01 00:06:04,14661605,28696571,click,0
e00000365,2026-06-01 00:06:05,31772643,20063765,click,0
e00000366,2026-06-01 00:06:06,30801593,16573913,click,0
e00000367,2026-06-01 00:06:07,5316929,21202912,click,0
e00000368,2026-06-01 00:06:08,15398570,7039203,conversion,30000
e00000369,2026-06-01 00:06:09,26998428,23762518,click,0
e00000370,2026-06-01 00:06:10,31491419,16150323,click,0
e00000371,2026-06-01 00:06:11,16823030,27965081,click,0
e00000372,2026-06-01 00:06:12,10341182,5508734,click,0
e00000373,2026-06-01 00:06:13,8867068,13382492,click,0
e00000374,2026-06-01 00:06:14,6228543,9891990,click,0
e00000375,2026-06-01 00:06:15,28137208,9878956,click,0
e00000376,2026-06-01 00:06:16,10341182,15814005,click,0
e00000377,2026-06-01 00:06:17,30801593,6875914,click,0
e00000378,2026-06-01 00:06:18,28351001,6510848,click,0
e00000379,2026-06-01 00:06:19,17686799,21085466,click,0
e00000380,2026-06-01 00:06:20,497593,13020112,click,0
e00000381,2026-06-01 00:06:21,18975823,28242209,click,0
e00000382,2026-06-01 00:06:22,32368244,6685529,conversion,30000
e00000383,2026-06-01 00:06:23,10341182,18606072,conversion,30000
e00000384,2026-06-01 00:06:24,27589150,4643771,click,0
e00000385,2026-06-01 00:06:25,5061834,11549830,click,0
e00000386,2026-06-01 00:06:26,20097969,16512707,click,0
e00000387,2026-06-01 00:06:27,10341182,1880059,click,0
e00000388,2026-06-01 00:06:28,3828354,23857020,click,0
e00000389,2026-06-01 00:06:29,2576437,3833533,click,0
e00000390,2026-06-01 00:06:30,2716286,18909350,click,0
e00000391,2026-06-01 00:06:31,15184511,16651603,conversion,30000
e00000392,2026-06-01 00:06:32,19530182,25852793,click,0
e00000393,2026-06-01 00:06:33,14235907,28947538,click,0
e00000394,2026-06-01 00:06:34,9106407,17533794,conversion,30000
e00000395,2026-06-01 00:06:35,8403848,6018858,click,0
e00000396,2026-06-01 00:06:36,497593,19618318,click,0
e00000397,2026-06-01 00:06:37,27777499,28152133,click,0
e00000398,2026-06-01 00:06:38,8710016,6996684,click,0
e00000399,2026-06-01 00:06:39,30175073,8189163,click,0
e00000400,2026-06-01 00:06:40,23530192,29973107,click,0
e00000401,2026-06-01 00:06:41,25920690,7652766,conversion,30000
e00000402,2026-06-01 00:06:42,12089529,14711605,click,0
e00000403,2026-06-01 00:06:43,29427842,3996513,click,0
e00000404,2026-06-01 00:06:44,6686701,10464779,click,0
e00000405,2026-06-01 00:06:45,32452111,28764331,conversion,30000
e00000406,2026-06-01 00:06:46,22451482,7520745,click,0
e00000407,2026-06-01 00:06:47,25866075,31661726,click,0
e00000408,2026-06-01 00:06:48,26389107,30418155,click,0
e00000409,2026-06-01 00:06:49,30848316,25636503,click,0
e00000410,2026-06-01 00:06:50,18975823,32329263,click,0
e00000411,2026-06-01 00:06:51,6228543,4627679,click,0
e00000412,2026-06-01 00:06:52,32368244,3265686,click,0
e00000413,2026-06-01 00:06:53,19530182,10349698,click,0
e00000414,2026-06-01 00:06:54,17686799,28938158,conversion,30000
e00000415,2026-06-01 00:06:55,7289590,31481920,click,0
e00000416,2026-06-01 00:06:56,32323516,14731801,click,0
e00000417,2026-06-01 00:06:57,17686799,9412485,click,0
e00000418,2026-06-01 00:06:58,27118781,28103487,click,0
e00000419,2026-06-01 00:06:59,24389111,12296987,click,0
e00000420,2026-06-01 00:07:00,7413800,11435288,click,0
e00000421,2026-06-01 00:07:01,14891867,15203859,click,0
e00000422,2026-06-01 00:07:02,20717215,25131226,click,0
e00000423,2026-06-01 00:07:03,32323516,14770638,click,0
e00000424,2026-06-01 00:07:04,22391321,11256065,click,0
e00000425,2026-06-01 00:07:05,32135670,29687465,click,0
e00000426,2026-06-01 00:07:06,12100671,21120986,click,0
e00000427,2026-06-01 00:07:07,31772643,27445500,click,0
e00000428,2026-06-01 00:07:08,31772643,2952921,click,0
e00000429,2026-06-01 00:07:09,787943,18841564,click,0
e00000430,2026-06-01 00:07:10,26998428,28299871,click,0
e00000431,2026-06-01 00:07:11,29427842,5850939,click,0
e00000432,2026-06-01 00:07:12,17686799,17250104,click,0
e00000433,2026-06-01 00:07:13,3877975,26731186,conversion,30000
e00000434,2026-06-01 00:07:14,4800911,7690508,click,0
e00000435,2026-06-01 00:07:15,20938751,27266122,click,0
e00000436,2026-06-01 00:07:16,15398570,14308987,click,0
e00000437,2026-06-01 00:07:17,17686799,10603392,click,0
e00000438,2026-06-01 00:07:18,26874680,9324263,click,0
e00000439,2026-06-01 00:07:19,17321082,19083770,click,0
e00000440,2026-06-01 00:07:20,7289590,21800373,click,0
e00000441,2026-06-01 00:07:21,497593,29142013,click,0
e00000442,2026-06-01 00:07:22,15184511,8155134,click,0
e00000443,2026-06-01 00:07:23,17686799,15253262,click,0
e00000444,2026-06-01 00:07:24,7980574,32102560,click,0
e00000445,2026-06-01 00:07:25,28795042,6514334,click,0
e00000446,2026-06-01 00:07:26,28795042,8813650,click,0
e00000447,2026-06-01 00:07:27,18975823,6273170,click,0
e00000448,2026-06-01 00:07:28,10341182,15835748,click,0
e00000449,2026-06-01 00:07:29,7289590,15158169,click,0
e00000450,2026-06-01 00:07:30,14661605,17419217,click,0
e00000451,2026-06-01 00:07:31,30328739,572918,click,0
e00000452,2026-06-01 00:07:32,28874676,20158428,click,0
e00000453,2026-06-01 00:07:33,30801593,492407,click,0
e00000454,2026-06-01 00:07:34,14661605,12825375,click,0
e00000455,2026-06-01 00:07:35,5061834,23425785,click,0
e00000456,2026-06-01 00:07:36,18975823,25997001,click,0
e00000457,2026-06-01 00:07:37,10341182,17041903,conversion,30000
e00000458,2026-06-01 00:07:38,27091104,27164710,click,0
e00000459,2026-06-01 00:07:39,12289574,12620729,click,0
e00000460,2026-06-01 00:07:40,14661605,27304569,click,0
e00000461,2026-06-01 00:07:41,10491643,28855487,click,0
